#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A1BG	ITIH2	9606.ENSP00000263100	9606.ENSP00000351190	0	0	0	0	0.104	0.081	0	0.431	0.491
A1BG	ITIH1	9606.ENSP00000263100	9606.ENSP00000273283	0	0	0	0	0.126	0.081	0	0.420	0.493
A1BG	C1S	9606.ENSP00000263100	9606.ENSP00000385035	0	0	0	0	0.045	0.113	0	0.460	0.503
A1BG	FN1	9606.ENSP00000263100	9606.ENSP00000346839	0	0	0	0	0.042	0.092	0	0.486	0.513
A1BG	CP	9606.ENSP00000263100	9606.ENSP00000264613	0	0	0	0	0.087	0	0	0.492	0.516
A1BG	CFD	9606.ENSP00000263100	9606.ENSP00000468253	0	0	0	0	0.042	0.113	0.400	0.172	0.521
A1BG	LRG1	9606.ENSP00000263100	9606.ENSP00000302621	0	0	0	0	0.042	0.100	0	0.492	0.524
A1BG	SERPINC1	9606.ENSP00000263100	9606.ENSP00000356671	0	0	0	0	0.148	0	0	0.464	0.524
A1BG	CFB	9606.ENSP00000263100	9606.ENSP00000416561	0	0	0	0	0	0.113	0	0.491	0.529
A1BG	AZGP1	9606.ENSP00000263100	9606.ENSP00000292401	0	0	0	0	0	0.084	0	0.514	0.535
A1BG	ORM2	9606.ENSP00000263100	9606.ENSP00000394936	0	0	0	0	0.044	0	0	0.547	0.549
A1BG	FGA	9606.ENSP00000263100	9606.ENSP00000498441	0	0	0	0	0.196	0	0	0.497	0.578
A1BG	ITIH4	9606.ENSP00000263100	9606.ENSP00000266041	0	0	0	0	0.104	0.081	0	0.540	0.588
A1BG	FGB	9606.ENSP00000263100	9606.ENSP00000306099	0	0	0	0	0.042	0	0	0.599	0.599
A1BG	GC	9606.ENSP00000263100	9606.ENSP00000421725	0	0	0	0	0.088	0	0	0.603	0.622
A1BG	HP	9606.ENSP00000263100	9606.ENSP00000348170	0	0	0	0	0.062	0.113	0	0.588	0.628
A1BG	HPX	9606.ENSP00000263100	9606.ENSP00000265983	0	0	0	0	0.101	0.092	0	0.585	0.632
A1BG	SERPINA3	9606.ENSP00000263100	9606.ENSP00000450540	0	0	0	0	0.056	0	0.400	0.454	0.663
A1BG	TF	9606.ENSP00000263100	9606.ENSP00000385834	0	0	0	0	0.067	0.127	0	0.641	0.682
A1BG	A2M	9606.ENSP00000263100	9606.ENSP00000323929	0	0	0	0	0	0	0	0.692	0.692
A1BG	AMBP	9606.ENSP00000263100	9606.ENSP00000265132	0	0	0	0	0.260	0.127	0	0.596	0.716
A1BG	SERPINA1	9606.ENSP00000263100	9606.ENSP00000416066	0	0	0	0	0.056	0	0.400	0.570	0.735
A1BG	AHSG	9606.ENSP00000263100	9606.ENSP00000273784	0	0	0	0	0.100	0.067	0.400	0.736	0.849
A1BG	CRISP3	9606.ENSP00000263100	9606.ENSP00000389026	0	0	0	0	0	0.292	0	0.920	0.941
A2M	CPB2	9606.ENSP00000323929	9606.ENSP00000181383	0	0	0	0	0.161	0.294	0	0.696	0.805
A2M	APOH	9606.ENSP00000323929	9606.ENSP00000205948	0	0	0	0	0.216	0	0	0.697	0.752
A2M	SERPIND1	9606.ENSP00000323929	9606.ENSP00000215727	0	0	0	0	0.143	0	0	0.743	0.771
A2M	CTSG	9606.ENSP00000323929	9606.ENSP00000216336	0	0	0	0	0.045	0.127	0	0.449	0.501
A2M	F9	9606.ENSP00000323929	9606.ENSP00000218099	0	0	0	0	0.087	0.127	0	0.339	0.428
A2M	TIMP1	9606.ENSP00000323929	9606.ENSP00000218388	0	0	0	0	0.074	0	0	0.727	0.736
A2M	MMP2	9606.ENSP00000323929	9606.ENSP00000219070	0	0	0	0	0.113	0.600	0.500	0.768	0.953
A2M	TGFB1	9606.ENSP00000323929	9606.ENSP00000221930	0	0	0	0	0	0.045	0	0.910	0.910
A2M	PON1	9606.ENSP00000323929	9606.ENSP00000222381	0	0	0	0	0.100	0	0	0.484	0.516
A2M	CCL2	9606.ENSP00000323929	9606.ENSP00000225831	0	0	0	0	0.123	0	0	0.539	0.578
A2M	VTN	9606.ENSP00000323929	9606.ENSP00000226218	0	0	0	0	0.115	0	0	0.484	0.524
A2M	AFM	9606.ENSP00000323929	9606.ENSP00000226355	0	0	0	0	0.127	0.071	0	0.407	0.478
A2M	IL2	9606.ENSP00000323929	9606.ENSP00000226730	0	0	0	0	0	0	0	0.498	0.497
A2M	APOC3	9606.ENSP00000323929	9606.ENSP00000227667	0	0	0	0	0.138	0	0	0.622	0.660
A2M	IL4	9606.ENSP00000323929	9606.ENSP00000231449	0	0	0	0	0.060	0.292	0	0.263	0.466
A2M	LTF	9606.ENSP00000323929	9606.ENSP00000231751	0	0	0	0	0.095	0	0	0.708	0.724
A2M	HRG	9606.ENSP00000323929	9606.ENSP00000232003	0	0	0	0	0.197	0	0	0.716	0.762
A2M	APOB	9606.ENSP00000323929	9606.ENSP00000233242	0	0	0	0	0.192	0	0	0.507	0.585
A2M	AZU1	9606.ENSP00000323929	9606.ENSP00000233997	0	0	0	0	0	0.123	0	0.428	0.477
A2M	PROC	9606.ENSP00000323929	9606.ENSP00000234071	0	0	0	0	0.129	0.127	0.900	0.203	0.931
A2M	CTSD	9606.ENSP00000323929	9606.ENSP00000236671	0	0	0	0	0.070	0	0	0.397	0.415
A2M	APOA1	9606.ENSP00000323929	9606.ENSP00000236850	0	0	0	0	0.111	0	0.750	0.994	0.998
A2M	TTR	9606.ENSP00000323929	9606.ENSP00000237014	0	0	0	0	0.133	0.069	0	0.892	0.905
A2M	LRP1	9606.ENSP00000323929	9606.ENSP00000243077	0	0	0	0	0.132	0.504	0	0.997	0.998
A2M	C3	9606.ENSP00000323929	9606.ENSP00000245907	0	0	0	0.613	0.150	0	0	0.331	0.407
A2M	CFP	9606.ENSP00000323929	9606.ENSP00000247153	0	0	0	0	0.057	0	0	0.573	0.580
A2M	APOE	9606.ENSP00000323929	9606.ENSP00000252486	0	0	0	0	0.270	0.292	0	0.957	0.975
A2M	F12	9606.ENSP00000323929	9606.ENSP00000253496	0	0	0	0	0.104	0.123	0	0.455	0.534
A2M	SERPINF1	9606.ENSP00000323929	9606.ENSP00000254722	0	0	0	0	0.243	0	0	0.848	0.880
A2M	CRP	9606.ENSP00000323929	9606.ENSP00000255030	0	0	0	0	0.075	0	0	0.609	0.623
A2M	APCS	9606.ENSP00000323929	9606.ENSP00000255040	0	0	0	0	0.140	0	0	0.480	0.534
A2M	CHI3L1	9606.ENSP00000323929	9606.ENSP00000255409	0	0	0	0	0.117	0	0	0.624	0.654
A2M	ORM1	9606.ENSP00000323929	9606.ENSP00000259396	0	0	0	0	0.092	0	0	0.798	0.809
A2M	THBS1	9606.ENSP00000323929	9606.ENSP00000260356	0	0	0	0	0.044	0	0	0.590	0.592
A2M	PZP	9606.ENSP00000323929	9606.ENSP00000261336	0	0	0.053	0.975	0.121	0.330	0	0.395	0.617
A2M	VWF	9606.ENSP00000323929	9606.ENSP00000261405	0	0	0	0	0.179	0	0	0.537	0.603
A2M	SERPINA10	9606.ENSP00000323929	9606.ENSP00000261994	0	0	0	0	0.141	0	0	0.369	0.435
A2M	LGALS3BP	9606.ENSP00000323929	9606.ENSP00000262776	0	0	0	0	0.062	0.123	0	0.512	0.563
A2M	A1BG	9606.ENSP00000323929	9606.ENSP00000263100	0	0	0	0	0	0	0	0.692	0.692
A2M	IL1A	9606.ENSP00000323929	9606.ENSP00000263339	0	0	0	0	0.059	0	0	0.565	0.573
A2M	C9	9606.ENSP00000323929	9606.ENSP00000263408	0	0	0	0	0.154	0.054	0	0.383	0.463
A2M	LCAT	9606.ENSP00000323929	9606.ENSP00000264005	0	0	0	0	0.077	0.292	0	0.449	0.608
A2M	CP	9606.ENSP00000323929	9606.ENSP00000264613	0	0	0	0	0.122	0	0	0.879	0.889
A2M	KLKB1	9606.ENSP00000323929	9606.ENSP00000264690	0	0	0	0	0.067	0.127	0.700	0.846	0.957
A2M	F13A1	9606.ENSP00000323929	9606.ENSP00000264870	0	0	0	0	0.096	0	0	0.546	0.572
A2M	AMBP	9606.ENSP00000323929	9606.ENSP00000265132	0	0	0	0	0.165	0.510	0	0.710	0.871
A2M	HPX	9606.ENSP00000323929	9606.ENSP00000265983	0	0	0	0	0.130	0	0	0.806	0.824
A2M	ITIH4	9606.ENSP00000323929	9606.ENSP00000266041	0	0	0	0	0.139	0.046	0	0.380	0.447
A2M	LUM	9606.ENSP00000323929	9606.ENSP00000266718	0	0	0	0	0.202	0	0	0.321	0.435
A2M	AHSG	9606.ENSP00000323929	9606.ENSP00000273784	0	0	0	0	0.187	0	0	0.767	0.803
A2M	IGFBP1	9606.ENSP00000323929	9606.ENSP00000275525	0	0	0	0	0.098	0	0	0.559	0.585
A2M	SERPING1	9606.ENSP00000323929	9606.ENSP00000278407	0	0	0	0	0.170	0	0	0.890	0.905
A2M	ADAMTS1	9606.ENSP00000323929	9606.ENSP00000284984	0	0	0	0	0.067	0.292	0	0.203	0.428
A2M	AZGP1	9606.ENSP00000323929	9606.ENSP00000292401	0	0	0	0	0.149	0	0	0.372	0.443
A2M	PF4	9606.ENSP00000323929	9606.ENSP00000296029	0	0	0	0	0	0	0	0.467	0.467
A2M	CLEC3B	9606.ENSP00000323929	9606.ENSP00000296130	0	0	0	0	0.117	0	0	0.502	0.542
A2M	MASP1	9606.ENSP00000323929	9606.ENSP00000296280	0	0	0	0	0.088	0.127	0	0.351	0.438
A2M	HSP90B1	9606.ENSP00000323929	9606.ENSP00000299767	0	0	0	0	0.049	0	0	0.590	0.593
A2M	CXCL10	9606.ENSP00000323929	9606.ENSP00000305651	0	0	0	0	0.077	0	0	0.433	0.454
A2M	FGB	9606.ENSP00000323929	9606.ENSP00000306099	0	0	0	0	0.156	0	0	0.820	0.841
A2M	CXCL8	9606.ENSP00000323929	9606.ENSP00000306512	0	0	0	0	0	0	0	0.604	0.604
A2M	F2	9606.ENSP00000323929	9606.ENSP00000308541	0	0	0	0	0.171	0.127	0	0.618	0.700
A2M	PLG	9606.ENSP00000323929	9606.ENSP00000308938	0	0	0	0	0.136	0.127	0	0.731	0.779
A2M	LEP	9606.ENSP00000323929	9606.ENSP00000312652	0	0	0	0	0.042	0.292	0	0.586	0.694
A2M	CLU	9606.ENSP00000323929	9606.ENSP00000315130	0	0	0	0	0.098	0	0	0.890	0.896
A2M	APOL1	9606.ENSP00000323929	9606.ENSP00000317674	0	0	0	0	0.042	0	0	0.491	0.491
A2M	LPA	9606.ENSP00000323929	9606.ENSP00000321334	0	0	0	0	0.136	0.127	0	0.330	0.450
A2M	SERPINF2	9606.ENSP00000323929	9606.ENSP00000321853	0	0	0	0	0.149	0	0	0.964	0.968
A2M	C7	9606.ENSP00000323929	9606.ENSP00000322061	0	0	0	0	0.157	0	0	0.513	0.571
A2M	SERPINA4	9606.ENSP00000323929	9606.ENSP00000451172	0	0	0	0	0.130	0	0	0.347	0.408
A2M	MASP2	9606.ENSP00000323929	9606.ENSP00000383690	0	0	0	0	0.109	0.127	0	0.303	0.411
A2M	CST3	9606.ENSP00000323929	9606.ENSP00000381448	0	0	0	0	0.086	0.052	0	0.378	0.414
A2M	SHBG	9606.ENSP00000323929	9606.ENSP00000369816	0	0	0	0	0	0.230	0	0.271	0.414
A2M	SPARCL1	9606.ENSP00000323929	9606.ENSP00000414856	0	0	0	0	0.324	0	0	0.174	0.418
A2M	RBP4	9606.ENSP00000323929	9606.ENSP00000360522	0	0	0	0	0.150	0	0	0.345	0.420
A2M	SAA2	9606.ENSP00000323929	9606.ENSP00000436126	0	0	0	0	0.062	0	0	0.417	0.430
A2M	IGF2R	9606.ENSP00000323929	9606.ENSP00000349437	0	0	0	0	0.048	0	0	0.429	0.433
A2M	ACTG1	9606.ENSP00000323929	9606.ENSP00000458162	0	0	0	0	0	0.047	0	0.430	0.434
A2M	C4BPA	9606.ENSP00000323929	9606.ENSP00000356037	0	0	0	0	0.079	0	0	0.425	0.448
A2M	SAA1	9606.ENSP00000323929	9606.ENSP00000384906	0	0	0	0	0.055	0	0	0.440	0.448
A2M	SELENBP1	9606.ENSP00000323929	9606.ENSP00000397261	0	0	0	0	0.063	0	0	0.444	0.456
A2M	SERPINA7	9606.ENSP00000323929	9606.ENSP00000329374	0	0	0	0	0.114	0	0	0.414	0.459
A2M	ITIH3	9606.ENSP00000323929	9606.ENSP00000415769	0	0	0	0	0.180	0.046	0	0.374	0.468
A2M	AGT	9606.ENSP00000323929	9606.ENSP00000355627	0	0	0	0	0.207	0	0	0.360	0.471
A2M	F10	9606.ENSP00000323929	9606.ENSP00000364709	0	0	0	0	0.109	0.127	0	0.379	0.475
A2M	SERPINA5	9606.ENSP00000323929	9606.ENSP00000333203	0	0	0	0	0.141	0	0	0.425	0.485
A2M	GSN	9606.ENSP00000323929	9606.ENSP00000362924	0	0	0	0	0.138	0	0	0.442	0.498
A2M	CFI	9606.ENSP00000323929	9606.ENSP00000378131	0	0	0	0	0.195	0.123	0	0.351	0.502
A2M	CD5L	9606.ENSP00000323929	9606.ENSP00000357156	0	0	0	0	0.075	0	0	0.494	0.512
A2M	F7	9606.ENSP00000323929	9606.ENSP00000364731	0	0	0	0	0.093	0.127	0	0.449	0.526
A2M	C4A	9606.ENSP00000323929	9606.ENSP00000396688	0	0	0	0.605	0.142	0	0	0.475	0.530
A2M	F13B	9606.ENSP00000323929	9606.ENSP00000356382	0	0	0	0	0.110	0.292	0	0.321	0.534
A2M	GAPDH	9606.ENSP00000323929	9606.ENSP00000380070	0	0	0	0	0.069	0	0	0.529	0.542
A2M	FCGBP	9606.ENSP00000323929	9606.ENSP00000481056	0	0	0	0	0.084	0.422	0	0.206	0.543
A2M	CFH	9606.ENSP00000323929	9606.ENSP00000356399	0	0	0	0	0.143	0	0	0.507	0.559
A2M	PTGDS	9606.ENSP00000323929	9606.ENSP00000360687	0	0	0	0	0.147	0	0	0.505	0.560
A2M	IGFBP3	9606.ENSP00000323929	9606.ENSP00000370473	0	0	0	0	0.086	0	0	0.542	0.563
A2M	SERPINB1	9606.ENSP00000323929	9606.ENSP00000370115	0	0	0	0	0.055	0	0	0.562	0.568
A2M	APOD	9606.ENSP00000323929	9606.ENSP00000345179	0	0	0	0	0.111	0	0	0.541	0.574
A2M	PIGR	9606.ENSP00000323929	9606.ENSP00000348888	0	0	0	0	0.080	0	0	0.556	0.575
A2M	IGF1	9606.ENSP00000323929	9606.ENSP00000376637	0	0	0	0	0.097	0	0	0.548	0.575
A2M	C1S	9606.ENSP00000323929	9606.ENSP00000385035	0	0	0	0	0.142	0.127	0	0.481	0.578
A2M	HBB	9606.ENSP00000323929	9606.ENSP00000494175	0	0	0	0	0.062	0	0	0.572	0.582
A2M	F8	9606.ENSP00000323929	9606.ENSP00000353393	0	0	0	0	0.055	0	0	0.604	0.610
A2M	F5	9606.ENSP00000323929	9606.ENSP00000356771	0	0	0	0	0.085	0	0	0.592	0.610
A2M	F11	9606.ENSP00000323929	9606.ENSP00000384957	0	0	0	0	0.100	0.127	0	0.555	0.620
A2M	APOC1	9606.ENSP00000323929	9606.ENSP00000465356	0	0	0	0	0.266	0	0	0.507	0.622
A2M	APOC2	9606.ENSP00000323929	9606.ENSP00000466775	0	0	0	0	0.178	0	0	0.561	0.623
A2M	ITIH2	9606.ENSP00000323929	9606.ENSP00000351190	0	0	0	0	0.135	0.046	0	0.589	0.632
A2M	HPR	9606.ENSP00000323929	9606.ENSP00000441828	0	0	0	0	0.149	0.123	0	0.548	0.634
A2M	MBL2	9606.ENSP00000323929	9606.ENSP00000363079	0	0	0	0	0.124	0	0	0.606	0.640
A2M	APOA4	9606.ENSP00000323929	9606.ENSP00000350425	0	0	0	0	0.075	0	0	0.631	0.644
A2M	SELENOP	9606.ENSP00000323929	9606.ENSP00000425915	0	0	0	0	0.314	0	0	0.509	0.648
A2M	GC	9606.ENSP00000323929	9606.ENSP00000421725	0	0	0	0	0.193	0.065	0	0.578	0.654
A2M	GPT	9606.ENSP00000323929	9606.ENSP00000378408	0	0	0	0	0.086	0	0	0.638	0.655
A2M	CXCL9	9606.ENSP00000323929	9606.ENSP00000354901	0	0	0	0	0.096	0	0	0.657	0.676
A2M	C1R	9606.ENSP00000323929	9606.ENSP00000444271	0	0	0	0	0.143	0.127	0	0.623	0.694
A2M	CFB	9606.ENSP00000323929	9606.ENSP00000416561	0	0	0	0	0.135	0.126	0	0.666	0.726
A2M	ELANE	9606.ENSP00000323929	9606.ENSP00000466090	0	0	0	0	0.045	0.127	0	0.708	0.735
A2M	FGG	9606.ENSP00000323929	9606.ENSP00000336829	0	0	0	0	0.171	0	0	0.723	0.761
A2M	CTSB	9606.ENSP00000323929	9606.ENSP00000345672	0	0	0	0	0.084	0	0	0.758	0.768
A2M	APOA2	9606.ENSP00000323929	9606.ENSP00000356969	0	0	0	0	0.164	0.071	0	0.730	0.772
A2M	B2M	9606.ENSP00000323929	9606.ENSP00000497910	0	0	0	0	0.084	0.292	0	0.680	0.774
A2M	ORM2	9606.ENSP00000323929	9606.ENSP00000394936	0	0	0	0	0.087	0	0	0.798	0.808
A2M	TF	9606.ENSP00000323929	9606.ENSP00000385834	0	0	0	0	0.165	0	0	0.794	0.820
A2M	TNF	9606.ENSP00000323929	9606.ENSP00000398698	0	0	0	0	0	0	0	0.828	0.828
A2M	FGA	9606.ENSP00000323929	9606.ENSP00000498441	0	0	0	0	0.178	0	0	0.804	0.832
A2M	MMP9	9606.ENSP00000323929	9606.ENSP00000361405	0	0	0	0	0.062	0	0.500	0.695	0.845
A2M	IL10	9606.ENSP00000323929	9606.ENSP00000412237	0	0	0	0	0.065	0.599	0	0.626	0.847
A2M	FN1	9606.ENSP00000323929	9606.ENSP00000346839	0	0	0	0	0.176	0.065	0	0.823	0.851
A2M	HAMP	9606.ENSP00000323929	9606.ENSP00000471894	0	0	0	0	0.088	0	0	0.885	0.890
A2M	KNG1	9606.ENSP00000323929	9606.ENSP00000493985	0	0	0	0	0.115	0	0.400	0.873	0.927
A2M	SERPINC1	9606.ENSP00000323929	9606.ENSP00000356671	0	0	0	0	0.208	0	0	0.911	0.927
A2M	SERPINA3	9606.ENSP00000323929	9606.ENSP00000450540	0	0	0	0	0.182	0	0	0.916	0.929
A2M	IL6	9606.ENSP00000323929	9606.ENSP00000385675	0	0	0	0	0	0	0	0.950	0.950
A2M	HSPA5	9606.ENSP00000323929	9606.ENSP00000324173	0	0	0	0	0.058	0.324	0	0.960	0.972
A2M	SERPINA1	9606.ENSP00000323929	9606.ENSP00000416066	0	0	0	0	0.179	0	0	0.977	0.980
A2M	HP	9606.ENSP00000323929	9606.ENSP00000348170	0	0	0	0	0.124	0.123	0	0.997	0.997
ACAT2	PGD	9606.ENSP00000356015	9606.ENSP00000270776	0	0	0	0	0.185	0	0	0.294	0.400
ACAT2	ALDH9A1	9606.ENSP00000356015	9606.ENSP00000346827	0	0	0	0	0.112	0.150	0.214	0.235	0.485
ACAT2	H6PD	9606.ENSP00000356015	9606.ENSP00000473348	0	0	0	0	0.044	0	0	0.398	0.400
ACAT2	GPI	9606.ENSP00000356015	9606.ENSP00000405573	0.100	0	0	0	0.075	0	0	0.353	0.415
ACAT2	IDH1	9606.ENSP00000356015	9606.ENSP00000390265	0.042	0	0	0	0.211	0	0	0.302	0.426
ACAT2	SERPINA3	9606.ENSP00000356015	9606.ENSP00000450540	0	0	0	0	0	0	0	0.541	0.541
ACTB	VCL	9606.ENSP00000494750	9606.ENSP00000211998	0	0	0	0	0.100	0.105	0.900	0.826	0.984
ACTB	MYH9	9606.ENSP00000494750	9606.ENSP00000216181	0	0	0	0	0.420	0.680	0.900	0.602	0.991
ACTB	PCK2	9606.ENSP00000494750	9606.ENSP00000216780	0	0	0	0	0.057	0	0	0.421	0.431
ACTB	TUBB1	9606.ENSP00000494750	9606.ENSP00000217133	0	0	0	0	0.060	0.129	0.400	0.266	0.591
ACTB	TIMP1	9606.ENSP00000494750	9606.ENSP00000218388	0	0	0	0	0.093	0	0	0.581	0.604
ACTB	MMP2	9606.ENSP00000494750	9606.ENSP00000219070	0	0	0	0	0.054	0	0	0.669	0.673
ACTB	CORO1A	9606.ENSP00000494750	9606.ENSP00000219150	0	0	0	0	0.134	0.130	0	0.508	0.597
ACTB	GSR	9606.ENSP00000494750	9606.ENSP00000221130	0	0	0	0	0.061	0	0	0.514	0.525
ACTB	TGFB1	9606.ENSP00000494750	9606.ENSP00000221930	0	0	0	0	0.059	0	0	0.769	0.773
ACTB	MPO	9606.ENSP00000494750	9606.ENSP00000225275	0	0	0	0	0	0	0	0.532	0.532
ACTB	PFN1	9606.ENSP00000494750	9606.ENSP00000225655	0	0	0	0	0.485	0.972	0.900	0.992	0.999
ACTB	CCL2	9606.ENSP00000494750	9606.ENSP00000225831	0	0	0	0	0.042	0	0	0.697	0.697
ACTB	VTN	9606.ENSP00000494750	9606.ENSP00000226218	0	0	0	0	0	0	0	0.616	0.616
ACTB	IL2	9606.ENSP00000494750	9606.ENSP00000226730	0	0	0	0	0.049	0	0	0.631	0.634
ACTB	TPI1	9606.ENSP00000494750	9606.ENSP00000229270	0	0	0	0	0.184	0.099	0	0.412	0.530
ACTB	SPARC	9606.ENSP00000494750	9606.ENSP00000231061	0	0	0	0	0.087	0	0	0.395	0.424
ACTB	IL4	9606.ENSP00000494750	9606.ENSP00000231449	0	0	0	0	0.057	0.053	0	0.692	0.700
ACTB	IL5	9606.ENSP00000494750	9606.ENSP00000231454	0	0	0	0	0.074	0	0	0.506	0.522
ACTB	APOB	9606.ENSP00000494750	9606.ENSP00000233242	0	0	0	0	0	0	0	0.437	0.437
ACTB	CTSD	9606.ENSP00000494750	9606.ENSP00000236671	0	0	0	0	0.100	0.050	0	0.524	0.557
ACTB	APOA1	9606.ENSP00000494750	9606.ENSP00000236850	0	0	0	0	0.045	0	0	0.435	0.438
ACTB	TTR	9606.ENSP00000494750	9606.ENSP00000237014	0	0	0	0	0	0.088	0	0.373	0.403
ACTB	LRP1	9606.ENSP00000494750	9606.ENSP00000243077	0	0	0	0	0	0	0	0.506	0.506
ACTB	C3	9606.ENSP00000494750	9606.ENSP00000245907	0	0	0	0	0	0.047	0	0.586	0.588
ACTB	DSTN	9606.ENSP00000494750	9606.ENSP00000246069	0	0	0	0	0.122	0.873	0	0.261	0.910
ACTB	KRT9	9606.ENSP00000494750	9606.ENSP00000246662	0	0	0	0	0	0.071	0	0.471	0.487
ACTB	TUBA4A	9606.ENSP00000494750	9606.ENSP00000248437	0	0	0.201	0	0.063	0.136	0.400	0.618	0.825
ACTB	KRT1	9606.ENSP00000494750	9606.ENSP00000252244	0	0	0	0	0	0.071	0	0.584	0.597
ACTB	APOE	9606.ENSP00000494750	9606.ENSP00000252486	0	0	0	0	0.042	0.162	0	0.592	0.643
ACTB	LYVE1	9606.ENSP00000494750	9606.ENSP00000256178	0	0	0	0	0	0.073	0	0.396	0.416
ACTB	ORM1	9606.ENSP00000494750	9606.ENSP00000259396	0	0	0	0	0	0	0	0.509	0.509
ACTB	THBS1	9606.ENSP00000494750	9606.ENSP00000260356	0	0	0	0	0.069	0.103	0	0.491	0.538
ACTB	VWF	9606.ENSP00000494750	9606.ENSP00000261405	0	0	0	0	0.061	0.091	0	0.514	0.549
ACTB	CDH1	9606.ENSP00000494750	9606.ENSP00000261769	0	0	0	0	0.061	0.069	0	0.824	0.833
ACTB	ITGA2B	9606.ENSP00000494750	9606.ENSP00000262407	0	0	0	0	0.046	0	0.900	0.395	0.937
ACTB	COTL1	9606.ENSP00000494750	9606.ENSP00000262428	0	0	0	0	0.115	0.359	0	0.423	0.645
ACTB	PRDX1	9606.ENSP00000494750	9606.ENSP00000262746	0	0	0	0	0.139	0.058	0	0.471	0.533
ACTB	ACTR3	9606.ENSP00000494750	9606.ENSP00000263238	0	0	0	0.867	0.268	0.443	0.900	0.086	0.957
ACTB	IL1A	9606.ENSP00000494750	9606.ENSP00000263339	0	0	0	0	0	0	0	0.621	0.621
ACTB	IL7	9606.ENSP00000494750	9606.ENSP00000263851	0	0	0	0	0	0	0	0.419	0.418
ACTB	MCAM	9606.ENSP00000494750	9606.ENSP00000264036	0	0	0	0	0.042	0.046	0.400	0.323	0.579
ACTB	YWHAE	9606.ENSP00000494750	9606.ENSP00000264335	0	0	0	0	0.145	0.187	0	0.388	0.538
ACTB	ICAM1	9606.ENSP00000494750	9606.ENSP00000264832	0	0	0	0	0.043	0.163	0	0.652	0.697
ACTB	ANK1	9606.ENSP00000494750	9606.ENSP00000265709	0	0	0	0	0.042	0.092	0	0.423	0.454
ACTB	ITIH4	9606.ENSP00000494750	9606.ENSP00000266041	0	0	0	0	0.096	0.070	0	0.355	0.410
ACTB	SORD	9606.ENSP00000494750	9606.ENSP00000267814	0	0	0	0	0.042	0	0	0.561	0.561
ACTB	CDH2	9606.ENSP00000494750	9606.ENSP00000269141	0	0	0	0	0	0.069	0	0.778	0.784
ACTB	SOD1	9606.ENSP00000494750	9606.ENSP00000270142	0	0	0	0	0.066	0.134	0	0.611	0.658
ACTB	FCGR2A	9606.ENSP00000494750	9606.ENSP00000271450	0	0	0	0	0.061	0	0	0.448	0.459
ACTB	FTH1	9606.ENSP00000494750	9606.ENSP00000273550	0	0	0	0	0.174	0.091	0	0.445	0.547
